date,comment
2025-11-14 19:14:12,"Eskeuy, ci ñun la Lep nek, Jaajef Cheikh bi🤝"
2025-11-14 15:56:55,Merci champion🤝❤️
2025-11-14 15:21:15,🤝❤️
2025-11-14 15:21:12,Deuguit
2025-11-14 15:21:04,❤️📌
2025-11-12 19:15:01,"Jaajef champion, fi la eupei 🤝"
2025-11-11 23:41:48,"Un excellent livre, Ndeysaan, Eckhart ku Yalla dimbali la. Merci du retour 🤝❤️"
2025-11-11 23:22:24,🤝❤️
2025-11-11 17:08:13,Jaajef frère
2025-11-11 14:17:35,🤝❤️
2025-11-11 13:56:53,🤝❤️
2025-11-11 12:20:54,"Delu bi waxin la, tu ne dois pas le prendre littéralement"
2025-11-11 12:10:33,"Dinaci wakh In Sha Allah, tu peux m’écrire aussi si tu veux"
2025-11-11 12:09:08,🤝❤️
2025-11-11 12:09:04,Jaxle bou démei nan?
2025-11-11 01:15:54,Très bien dit🤝❤
2025-11-11 01:14:37,Eskeuy
2025-11-11 01:14:26,Écris moi
2025-11-11 01:13:46,🤝❤
2025-11-11 01:13:32,🤝❤
2025-11-11 01:13:26,Jaajef frère
2025-11-11 00:02:01,🙏🏾❤️
2025-11-11 00:01:33,Mon ami
2025-11-10 20:47:35,🤝❤️
2025-11-10 19:47:52,Merci du retour mon cher 🤝
2025-11-10 19:28:20,Jaajef🤝❤️
2025-11-10 19:28:09,🤝❤
2025-11-10 19:28:00,"Waw Lolu moy yoonu xam sa bop, dinaa ci nieuw In Sha Allah sur les prochaines vidéos"
2025-11-10 16:57:19,🙏🏾❤️
2025-11-10 16:42:34,Amiin❤
2025-11-10 16:42:06,🤝❤
2025-11-10 16:42:01,🤝❤
2025-11-10 16:41:56,Bien vu 🤝❤
2025-11-10 16:41:45,❤️📌
2025-11-10 16:02:07,❤️📌
2025-11-10 13:13:10,"Contaan ci yaw, amal diam🤝❤️"
2025-11-10 13:08:37,Amiin🤝❤️Jaajef
2025-11-08 21:47:53,🙏🏾❤️
2025-11-06 16:51:36,Jaajef 🤝❤️
2025-11-05 11:06:30,🙏🏾❤️
2025-11-04 22:35:30,🤝❤
2025-11-04 22:35:22,🤝❤
2025-11-04 22:35:14,Jaajef🤝❤
2025-11-04 22:35:05,🤝❤
2025-11-02 13:50:56,🤝❤
2025-11-01 12:40:53,🙏🏾❤
2025-11-01 12:40:46,🤝❤️deg ngama
2025-10-31 23:11:47,Jerejef! In Sha Allah dinaa yok yitè gi🤝
2025-10-31 22:52:33,Trés bien dit. L’essence du message est bien mise en exergue . Acceptation/Gratitude🤝❤
2025-10-31 22:50:16,❤️📌
2025-10-31 22:50:04,Merci🤝❤
2025-10-31 16:11:08,Amiin🤝❤️Jaajef
2025-10-30 12:40:50,🙏🏾❤
2025-10-29 20:10:29,🙏🏾❤
2025-10-27 23:29:05,Amiin🤝❤
2025-10-25 18:37:26,🤝
2025-10-25 11:07:56,❤
2025-10-24 20:35:08,"C’est un cadeau depuis Angleterre d, waye warna am model similaire fii"
2025-10-24 16:10:13,"Bel approche, lii moy ligeey bi geuneu am solo. Lep ci xamal ko bopam la🤝"
2025-10-24 16:08:08,🤝
2025-10-24 10:31:45,❤️📌
2025-10-24 07:55:14,🤝❤
2025-10-24 07:55:05,🤝❤
2025-10-23 23:43:33,"Merci, Content de vous lire. Tout à fait, la notion de comparaison a souvent une connotation négative alors que dans une certaine perspective ça aide"
2025-10-23 23:39:51,Merci 🤝❤
2025-10-23 23:39:42,"Ah oui, c’est dommage"
2025-10-23 23:39:26,Jaajef🤝❤
2025-10-23 23:39:20,🤝❤
2025-10-23 19:52:15,😭😂😂😂doyna waar
2025-10-23 19:51:47,Merci🤝
2025-10-23 19:51:42,Jaajef
2025-10-23 13:25:17,Merci🙏🏾❤
2025-10-23 13:18:40,🤝❤
2025-10-22 17:27:22,🙏🏾❤
2025-10-22 17:27:17,🤝❤
2025-10-22 17:27:10,Jaajef Cheikh bi🤝❤
2025-10-22 16:11:06,🤝❤
2025-10-22 15:15:02,"Bilay, motax ku delo lep Yalla rek nopalou"
2025-10-22 15:14:26,"Waw Yalla rek moy jëff ci lepp. Ki meun dara ginaaw beug, wala ki beug dara guinaw meun, Yalla moko def ci mom. Ci biir lolou Yalla dina ñu tek ci conditions ak opportunités yougn mëna yekci we ci Lolou."
2025-10-22 15:00:43,Jaajef
2025-10-22 15:00:36,Jaajef frère
2025-10-22 13:51:40,Li werr! Yen kaddu yi day lorr xale
2025-10-22 13:50:59,Jerejef 🤝❤
2025-10-22 12:53:28,Jaajef 🤝 Amiin
2025-10-22 12:40:19,"Amiin🙏🏾, lou werr jamono mo jaxasso rek"
2025-10-22 12:39:27,Merci 🤝❤
2025-10-22 12:14:44,Merci🤝
2025-10-19 22:07:18,"Jaajef, content que ça plaise"
2025-10-19 00:39:57,Jaajef 🤝
2025-10-18 21:16:49,🤝❤
2025-10-18 17:24:39,"Amiin, diam ci yaw ❤"
2025-10-18 09:51:33,Content que ça plaise et aide🤝❤
2025-10-17 02:01:05,Merci 🤝
2025-10-16 21:39:53,Mi ngi nonou d🤝❤
2025-10-16 21:39:45,🤝❤
2025-10-15 14:17:48,🤝❤
2025-10-15 00:39:22,Jerejef ❤
2025-10-15 00:39:16,Content que ça aide🙏🏾
2025-10-14 21:40:47,🤝❤
2025-10-14 12:11:58,Ce sont les vraies questions à se poser. Ça viendra avec le temps
2025-10-14 09:30:19,🤝❤
2025-10-13 22:20:51,J’avoue 😁
2025-10-13 19:31:49,❤️📌
2025-10-13 18:44:20,Deuguit
2025-10-13 11:00:01,Lou werr🤝
2025-10-12 14:53:11,Comment on le force?
2025-10-12 14:52:29,Dis nous de façon à ce que ça aide un non initié
2025-10-12 10:58:51,Bien vu🤝
2025-10-12 10:58:21,Je suis content de vous lire. Merci pour la force! We have to free the minds. Amul xalaat🤝❤
2025-10-12 00:32:13,⌛
2025-10-12 00:31:41,Merci chef 🤝❤
2025-10-11 18:53:43,Jerejef
2025-10-11 15:53:37,Jerejef🤝❤️ma ngi waslu akheu d
2025-10-11 15:33:23,📌❤
2025-10-11 15:32:47,Fii la eupei 🙌🏾
2025-10-11 15:32:03,🤝❤
2025-10-11 15:31:53,Waw yoyu mom gniko mom xam nagn sen bop
2025-10-11 14:20:01,Ci ñak xalaat la xalaat yi di ñewee😁
2025-10-11 14:19:22,🤝❤
2025-10-11 14:19:13,Jaajef🤝❤
2025-10-11 13:13:31,❤️📌
2025-10-09 07:36:02,"Merci, très bien vu"
2025-10-09 07:34:50,🤝❤
2025-10-09 07:34:42,"C’est vrai, ya des éveillés qui n’en ont pas sûr"
2025-10-09 07:33:36,Alhamdoulilah
2025-10-09 07:33:09,Merciii 🤝❤
2025-10-09 07:32:57,Jaajef
2025-10-08 10:11:21,Eskeuy! Deg deg bi ci yaw la🤝
2025-10-07 21:53:31,Le travail en renforcement musculaire doit commencer alors
2025-10-07 21:52:55,🤝❤
2025-10-07 21:52:50,Écrivez moi
2025-10-06 23:46:53,Dafay dièma xam boppam
2025-10-06 23:46:03,"Je ne sais dans quel contexte tu parles mais Si c’est utilisé à bon escient, y’a pas de mal. Comme ça mobilise les ressources inconscientes de la personne ça aider à soulager certains traumas, guérir etc"
2025-10-06 16:20:57,Dañ ko wara xam. Soko xamei nak yeuk yeuk bi andak xam gi meun nagn ni mbëgeel la waaye deug deug diègui na Lou kalaama meun tèkki
2025-10-05 22:53:53,Amiin🤝❤
2025-10-05 12:56:45,🤝❤
2025-10-05 11:46:17,🤝❤
2025-10-05 11:46:10,Amiin🤝❤
2025-10-04 16:12:48,Jaajef🤝❤
2025-10-04 12:54:03,🤝❤
2025-10-04 11:05:21,🤝❤
2025-10-04 11:05:15,Jaajef champion
2025-10-04 09:49:04,Écrivez moi
2025-10-04 09:48:44,Mbaadou! Solution ci lan nonou
2025-10-03 23:29:53,Bien vu
2025-10-03 23:29:37,Jaajef🤝❤
2025-10-03 21:43:22,❤️📌
2025-10-03 19:59:15,Eupnaa def😁 tkt ma ngi ci
2025-10-03 19:58:58,"Eupnaa def😁, ma ngi ci tkt"
2025-10-03 19:57:53,❤️📌
2025-10-03 19:57:45,"Amin Cheikh bi, Jaam ci yaw! Li yeup xètou Sant la"
2025-10-03 19:49:30,"Ah oui, c’est un système bien pensé qui se nourrit de l’Homme en contrôlant son énergie et plus t’es dans la liberté “moderne” plus t’es dépossédé de toi même. Our fight is about waking people up🤝"
2025-10-03 19:42:29,Amul xalaat🤝❤
2025-10-03 18:32:14,Amiin🤝❤️niou bok tawfeex yi
2025-10-03 11:48:33,🤝❤
2025-10-03 06:56:41,"Amin🙏🏾❤️Jerejef, niou bok tawfeex yi"
2025-10-02 09:11:20,Moy li neex deug
2025-10-01 23:33:52,🤝❤
2025-10-01 15:07:00,"Merci. Ya plein de bons livres, ça dépend juste des sujets qui t’animent"
2025-10-01 11:54:25,Lou leer
2025-10-01 00:11:20,"Jaajef Jaambar, content que ça plaise"
2025-09-30 13:30:00,❤️📌
2025-09-30 01:15:06,Doyna waar d
2025-09-30 01:14:48,🤝❤
2025-09-29 23:11:30,🤝❤
2025-09-29 23:11:24,🤝❤
2025-09-29 18:41:15,Yènei fort na🙏🏾 Jerejef 🤝❤
2025-09-29 12:15:20,"C’est la finalité, mais ça échappe aux gens"
2025-09-29 10:36:10,Merci🤝❤
2025-09-28 23:21:35,Content que ça aide. Ça fait plaisir. Merci pour la force
2025-09-28 22:45:44,Merci 🤝
2025-09-28 22:23:52,🤝❤
2025-09-28 19:48:59,Salam! Oui sans souci
2025-09-28 11:49:18,Jaarama🤝❤
2025-09-28 11:48:55,Merci Cheikh bi
2025-09-28 02:36:14,Merci pour la force
2025-09-28 02:36:01,Jerejef Cheikh bi
2025-09-28 02:35:44,Merci🤝
2025-09-28 02:35:29,"C’est excellent ça, bayi xel mbir yii d moy deloci sunu conscience"
2025-09-27 20:33:33,"Nous sommes tous liés au système d’une manière ou d’une autre, à moins de s’isoler et et vivre dans la nature. Maintenant par la grâce de Dieu, je suis conscient des vices du système. Donc même en y étant je ne me laisse pas à sa merci, au contraire je l’utilise pour arriver à mes fins…"
2025-09-27 20:27:24,"Tout à fait, niak xam moy sunu problem"
2025-09-27 20:26:00,"Merci, je vais bosser sur un concept plus détaillé"
2025-09-27 19:53:04,"Eskeuy, keemtaan la. Jerejef🤝❤"
2025-09-27 19:52:23,🤝❤
2025-09-27 16:41:31,Bien dit 🤝❤
2025-09-27 13:14:19,Waw lep ci éducation bila
2025-09-27 11:59:14,C’est superbe ça. Ma Sha Allah! Content que ça aide. Refusons de nous limiter à la superficialité des choses
2025-09-27 11:22:23,"Écris moi, on en parle"
2025-09-27 11:21:18,Jerejef
2025-09-27 10:46:58,Tout passe par l’intention et l’attention. Yeenei ak tewlu📌
2025-09-27 10:45:59,🙏🏾❤
2025-09-27 10:09:28,Jaajef sangu bi🙏🏾
2025-09-27 07:18:06,🙏🏾❤
2025-09-27 07:17:58,Ah Waw c’est noté 😁
2025-09-27 07:17:41,🤝❤
2025-09-27 07:17:32,Mi ngi nonou🤝 bien dit!
2025-09-27 01:59:36,Nonoula d🤝❤
2025-09-27 01:59:08,🤝❤
2025-09-27 01:59:00,"Mercii frère, ça fait plaisir"
2025-09-26 22:01:10,🤝❤
2025-09-26 21:47:57,Jaajef 🤝❤️. In Sha Allah dinaaci bayi xel. Certains notions sont peuvent paraître simples mais complexes dans le fond
2025-09-26 21:14:53,"Tout à fait, le gens cherchent à compenser ce vide à travers les distractions, malheureusement ça les enfonce"
2025-09-26 21:14:09,🤝❤
2025-09-26 21:13:58,🤝❤
2025-09-26 13:59:31,🙏🏾❤️Jerejef
2025-09-26 11:36:04,Jajef🤝❤
2025-09-25 15:08:50,"Merci, très bien vu, le mal est profond et a traversé des générations"
2025-09-25 09:38:40,"Detwaay 😭😁, nagn wasslou akeu rek"
2025-09-24 23:13:13,Le divin en nous doit se manifester 🤝
2025-09-24 18:26:55,Jerejef 🤝
2025-09-24 15:22:38,Jerejef 🙏🏾
2025-09-24 10:48:27,Moy sunu febarou société d
2025-09-24 10:47:51,"Eskeuy, content que ça te parle"
2025-09-23 17:16:57,🙏🏾❤
2025-09-23 11:46:14,Content que ça te parle. Merci🤝❤
2025-09-23 10:17:13,"Merci frère, t’as parfaitement raison. La religion a échoué bi wakhinn la rek, xamnaani Diinè dji matna seuk. Waaye sougn waxei Islam Jullit yè takh. Ya bcp de non dits dans une approche qui nous éloigne de la vérité"
2025-09-23 00:10:08,Yonou diinè moy bi gueneu yomb pour def ci nioun nittè
2025-09-22 23:53:28,Merci 🤝❤
2025-09-22 21:32:04,Très bien dit🤝❤
2025-09-22 21:30:53,Ndeysaan. Waxna deug d❤
2025-09-22 21:30:28,Kou deglou woul sa bopp do xam. Fi ngako tek fofou la
2025-09-22 21:29:48,🤝❤
2025-09-22 21:29:28,Je ne manquerai d’y veiller. Merci🤝❤
2025-09-22 20:43:42,🙏🏾❤
2025-09-22 16:58:34,Amin! Jerejef🤝❤
2025-09-22 12:12:50,🤝❤
2025-09-21 17:35:15,Dans quel sens?
2025-09-21 15:22:53,🤝❤
2025-09-21 03:17:26,Deuguit
2025-09-20 23:15:34,Jerejef
2025-09-20 18:18:54,Tres bien dit 🤝❤
2025-09-20 13:36:43,Écrivez moi en dm
2025-09-20 13:36:25,"Bien vu🤝, l’approche doit être revue"
2025-09-20 11:42:37,🤝❤
2025-09-20 11:42:33,❤️🧠
2025-09-20 09:00:07,🤝❤
2025-09-20 08:59:51,Bien vu Seydina Oumar🤝
2025-09-20 02:47:13,🤝❤
2025-09-20 02:47:08,Merci mon cher 🤝
2025-09-20 00:30:35,Merci du retour ❤
2025-09-20 00:30:22,🤝❤
2025-09-20 00:04:17,Merci! Très bien vu
2025-09-20 00:03:57,Jerejef ❤
2025-09-20 00:03:37,🙌🏾🤝
2025-09-20 00:03:31,🤝❤
2025-09-20 00:02:59,Merci🤝❤
2025-09-19 22:29:17,🤝❤
2025-09-19 22:29:10,Jerejef
2025-09-19 22:29:03,Merci❤
2025-09-19 22:28:56,La base🤝
2025-09-19 22:28:37,Eskeuy moy mbir mi❤
2025-09-19 22:28:12,You know🤝
2025-09-19 22:28:03,Merci mon cher 🤝❤
2025-09-18 23:57:01,🤝❤
2025-09-18 16:02:17,🤝❤
2025-09-18 02:53:24,🤝❤
2025-09-17 17:31:35,🤝❤️❤
2025-09-17 17:31:33,🤝❤
2025-09-17 09:17:23,🤝❤
2025-09-17 09:17:16,Jaajef 🙌🏾🤝
2025-09-17 09:17:06,Jaajef yaaram🤝❤
2025-09-16 21:21:18,🤝❤
2025-09-16 16:55:50,Merci chef🤝❤
2025-09-16 12:03:27,❤️🧠
2025-09-15 21:01:16,T’es grand mec
2025-09-15 11:11:57,🤝❤
2025-09-15 08:59:30,Mercii mon ami🤝❤
2025-09-15 08:59:03,Merci mon cher🤝
2025-09-15 08:58:50,Fa la ligeey bi nek d🤝
2025-09-14 22:01:53,"Indeed, Hope it helped in some way"
2025-09-14 14:51:15,Merci❤
2025-09-14 14:30:49,🤝❤
2025-09-14 14:29:51,"Wouah quelle question! Natou d mooy lila Yalla natal ci Bopam ngir nga xam ko, ba pare meun ci wane sa bopp. Mën naa nek lou neex comme lou mèti. Mbougeul nak c’est son opposé, c’est carrément le malheur. Lila Yalla may mouno ci yekci, t’es en dehors de la lumière. C’est purement karmique, xètou safara la boy expérimenté ci ben diir bou Yalla di décider."
2025-09-14 14:08:36,Tres bien dit! Amiin🤝❤
2025-09-14 11:22:57,Merci🤝❤
2025-09-14 11:22:45,Je t’assure
2025-09-14 11:22:34,🤝❤
2025-09-14 11:22:28,🤝❤
2025-09-13 23:23:16,🤝❤
2025-09-13 23:23:04,La vérité 🤝
2025-09-13 21:37:20,"Ndeysaan, content que ça te parle"
2025-09-13 21:36:53,😁J’avoue
2025-09-13 21:36:23,"Detwaaay😁, merci"
2025-09-13 16:32:27,Tu penses? Yaw mi werr on t’écoute
2025-09-13 16:22:25,🤝❤
2025-09-13 13:34:02,Jaajef🤝❤
2025-09-13 13:33:50,"De façon simple paix intérieure mo ngi diouguei ci nangou (soumettre sa vie à la volonté de Dieu, nangou ni nga Mel ak limou la tek), ci deukei Sant Yalla (que ça soit dans une situation positive ou négative) ak fatalikou sa borom (zikr)."
2025-09-13 13:29:17,"Eskeuy! Je me disais que comme les gens ne lisent plus, les vidéos seraient le meilleur moyen de transmettre de la connaissance. Mais j’avoue avec un livre ce sera plus détaillé. Je vais y songer 🤝"
2025-09-13 13:27:38,Jerejef
2025-09-13 13:27:24,Ahh Waxal d
2025-09-13 13:27:10,Amiin❤
2025-09-13 13:27:03,Merci ❤
2025-09-13 02:12:24,Lolou rek la🤝❤
2025-09-13 02:12:08,Moy deug 🤝❤
2025-09-13 02:11:28,Ah oui tu penses. L’école française nourrit quel système?
2025-09-12 23:39:45,Bien dit🤝
2025-09-12 23:18:46,🤝❤
2025-09-12 14:25:17,🤝❤
2025-09-12 10:54:52,"Ça dépend juste de notre niveau de conscience. Kou xamoul bopam, richesse matériel bi ça aide à le mener davantage à sa perte. Et c’est pourquoi je dis qu’on doit profiter de ces épreuves pour forger notre humanité. Ainsi on pourra jouir d’une vraie richesse, bcp plus pérenne que celle des européens"
2025-09-12 10:24:34,Amiin waay! Méthode yi warnagn changer
2025-09-12 10:24:10,"Ah doynawaar d, nitté yomboul"
2025-09-12 10:22:54,Content que ça aide🤝❤
2025-09-12 00:19:42,Diam ci yaw frère 🤝❤
2025-09-11 21:42:44,Mercii chef🤝❤
2025-09-11 21:42:35,Merci🤝❤
2025-09-11 21:42:29,Tout à fait🤝
2025-09-11 20:16:09,Jaajef❤️🤝
2025-09-11 18:37:16,"Content que ça te parle🤝❤️Jaajef, je ne manquerai pas d’en faire d’autres"
2025-09-11 01:04:57,"Merci frère du retour🤝. Oui tout à fait, on a toutes les ressources matérielles brutes. Mais quand je parle de natou c’est principalement pour dire que la vraie ressource c’est l’être humain, si cet être est dépossédé de ces capacités et ne connaît pas grand chose de lui même, Lolou moy deugui natou, motax on ne parvient pas à tirer profit des richesses dont tu parles."
2025-09-10 23:41:29,Merci❤
2025-09-10 19:19:55,🤝❤
2025-09-10 12:45:22,Nonou la dèmei d😁😭
2025-09-10 12:45:00,🤝❤
2025-09-10 01:04:58,"J’ai déjà une vidéo ci walougn natou Yalla. Tu peux voir ça. Là je parle du fait que domou adama bi nekoul natou bi moo wara nek son identité. Ken mounoul deuk ci pauvreté, wala febar… Sou amei rek c’est parce qu’on a pas encore assimilé la leçon de vie."
2025-09-09 22:59:18,🤝❤️
2025-09-09 22:58:37,🤝❤️
2025-09-09 22:58:23,Jaajef mon ami🤝
2025-09-09 22:02:11,Jaajef yaaram🤝❤️
2025-09-09 22:01:58,🤝❤️
2025-09-09 22:01:52,🤝❤️
2025-09-09 22:01:44,❤️📌
2025-09-09 22:01:35,"Faut comprendre que natou, nekoul lou négatif kessei. Amna kou Yalla may alal par exemple, Lolou natou la. Donc kokou dafa wara Sant Yalla ci alal gi, pas diaxle. Peu importe naturou natou bi test la rek. Gniko dialeu nioy Gni Sant Yalla."
2025-09-09 20:47:58,Amul xalaat
2025-09-09 16:54:02,"In Sha Allah, Jerejef ci xelal bi🤝❤️"
2025-09-09 16:53:19,Grave😭
2025-09-09 10:51:22,"Waaw deg deg bi d mo eup solo, ci ngakoy meun jikkowoo"
2025-09-08 16:56:00,🤝
2025-09-08 14:46:55,Jerejef
2025-09-08 12:13:33,Merci pour la force champion 💪🏿
2025-09-08 11:34:39,Waaw Lolou d warna meun am solo. Je prendrai le temps de l’organiser In Sha Allah
2025-09-08 10:48:49,"Jerejef ❤️, dokh bobou d moo war nieup"
2025-09-07 23:58:05,Mercii🤝❤️
2025-09-07 22:31:24,🤝❤️
2025-09-07 20:37:38,"Ah merci bcp, content que ça te parle"
2025-09-07 20:26:34,Let’s goooo
2025-09-07 19:49:01,"Walay Ndeysaan, loloy yeene gi d. Xam nga lepp🤝❤️"
2025-09-07 19:04:03,Damay tagat yaram bi touti rek
2025-09-07 17:23:40,Merci chef 🤝❤️
2025-09-07 15:06:08,Ça marche 🤝
2025-09-07 11:54:26,Merciii ❤️
2025-09-07 11:54:08,Tu as compris très tôt Ma Sha Allah🤝
2025-09-07 11:52:59,"Waw Lolou waxiin la! Bougn nè diinè nit yikoy ngank laniouy adresser. Et bien dit, le vrai travail est interne"
2025-09-06 21:17:52,"Ndeysaan! Lolou xol bou set moko giss🤝❤️. Amiin, que Dieu te bénisse"
2025-09-06 17:14:53,Tout à fait🤝
2025-09-06 11:34:53,Tkt naaci ligeey
2025-09-06 11:34:38,Mo ngi baax kon🤝❤️
2025-09-06 10:21:19,Merci❤️
2025-09-06 10:20:43,Respect🤝❤️
2025-09-05 23:28:06,🤝❤️
2025-09-05 23:10:09,"Doynawaar 😁, l’approche doit changer"
2025-09-05 22:34:51,Happy it resonates with you🤝
2025-09-05 20:41:36,"Mercii, ça fait plaisir ❤️"
2025-09-05 20:38:01,Merci du retour🤝❤️. T’as bien vu
2025-09-05 20:37:23,"Deuk bi gniy nélaw danio bari d, boul nangou koula douter lo"
2025-09-05 20:14:42,À toi de me dire frère. Loum ci wakh?
2025-09-05 20:10:58,Je te jure.
2025-09-05 17:08:22,Amiin❤️
2025-09-05 16:23:57,Jerejef ❤️
2025-09-05 15:14:29,Haha😁Jajef 🤝
2025-09-05 15:13:28,🤝❤️
2025-09-05 11:00:40,"J’avoue, c’est une survie moins sauvage 😁, dans un cadre descent"
2025-09-05 10:59:32,L’espoir est permis 🤝❤️
2025-09-05 01:39:16,Amin🤝❤️
2025-09-04 14:58:40,Jaajef 🤝❤️
2025-09-04 14:58:34,Amiin❤️🤝
2025-09-04 10:05:56,Jaajef🤝❤️
2025-09-03 23:27:52,Eskeuy lolou tawfeex la d
2025-09-03 09:58:56,Merci❤️
2025-09-02 18:16:09,Mbadou danio niro 😁
2025-09-02 10:33:28,"C’est pas méchant, ça arrive"
2025-09-01 22:50:45,Amiin🤝❤️diam ci yaw
2025-09-01 20:54:50,Da nga nité rek😁🤝
2025-09-01 20:53:48,J’avoue 🤝
2025-09-01 20:53:25,Amiin🤝❤️
2025-09-01 15:14:13,Oui sans soucis
2025-09-01 13:12:28,Jerejef 🤝
2025-09-01 09:18:44,Jaajef 🤝
2025-08-31 23:05:21,T’as la taille idéale
2025-08-31 21:15:05,"Ndeysaan, comme vidéo klk minutes la mom je synthétise juste. Meun nagn waxtaan ci li leeroul. Ban degg degg nga am ci différence bi?"
2025-08-31 21:05:09,Yalla
2025-08-31 21:04:56,Tout à fait🤝
2025-08-31 19:54:37,Ah Ma Sha Allah. Jerejef ci proposition yi. Nako saytou
2025-08-31 15:40:13,"Ok je vois. Waw lolou d ci yarinou Islam la bok, moy limay expliquer ci branche éducation bi"
2025-08-31 13:59:07,C’est quoi ce travail?
2025-08-31 12:44:02,Tout à fait🤝
2025-08-31 10:42:21,"Merci du retour, contaan naaci 🤝"
2025-08-31 10:40:32,Doyna waar d
2025-08-31 10:40:18,Lolou amna d
2025-08-31 10:39:58,Salam! Jerejef 🤝
2025-08-31 10:39:44,Content que ça te parle 🤝
2025-08-31 10:39:21,"Ne t’inquiète pas, avec le temps Lep dina leer. On pourra discuter sur certains sujets si tu veux."
2025-08-31 00:44:29,Ça arrive bientôt tkt😁
2025-08-31 00:44:17,"Bind ma niou waxtaan ci, souvent solution bi sori woul"
2025-08-31 00:43:45,Merci🤝
2025-08-30 22:07:39,Et c’est quoi cet autre cheminement?
2025-08-30 22:06:59,"En Terminal juste, comme la majorité d’entre nous"
2025-08-30 14:52:01,In Sha Allah🤝
2025-08-30 14:49:39,Mbaadou
2025-08-30 14:30:31,"Bobou d sujet entier la. Mais pour faire simple xol bi sou dalei, xalaat yi daniouy sèleu, xalaat you positive yi nioy indi yeuk yeuk you positive. Le corps est revitalisé, nga am thiawarté boleici werr"
2025-08-30 11:58:39,De Dakar
2025-08-30 11:04:49,Mbaadou😁 diem naako simplal d
2025-08-30 11:04:22,Yalla ngaci dieulei ndiarign🤝
2025-08-30 11:03:20,Jaajef ❤️
2025-08-30 11:03:05,🙌🏾❤️
2025-08-30 11:02:54,Amiin ❤️🤝
2025-08-30 11:02:44,Jaajef Sama waadji 🤝❤️
2025-08-30 02:21:35,"Jaajef. Waw Amul xalaat bi signifier wul littéralement bania xalaat. Xalaat mounoul niak, ci fonction de survie la bok. Amul Xalaat nak ci teewlu lay wo nit ki. Lolou moy takh mou xam bopam, legui nak nit yi sèni xalaat nioy sen premier ennemi, xel nak sou deukei ci xalaat dou am ndiarign, sonal borom"
2025-08-29 23:33:23,Jaajef frère❤️
2025-08-29 23:33:11,Amiin ❤️niou bok tawfeex yi. Merci bcp
2025-08-29 23:13:27,Waw tu peux m’écrire on en parle 😁
2025-08-29 23:13:08,"Jaajef mon ami. Oui ya bcp de cheminements qui facilitent cette connaissance. Li Diiné di proposer à travers Alkhuraan ak suna, kou fi farlou rek xam. Sunu mak you baax yi aussi bayil nagn niou tassawuuf, qui est partie intégrante de l’Islam et ya plein d’autres outils en dehors de l’Islam…"
2025-08-29 23:09:07,🤝❤️
2025-08-29 23:09:01,"Jerejef frère, ma ngi Sant boubaax. Guiss nga d, Yalla nopal na niou"
2025-08-29 22:24:34,Exact! Quand tu pris on te dit sa xel ci Yalla rek la wara nek. C’est juste pour dire tewlu. Tu te déconnectes du monde matériel et le temps. Ce qui reste c’est un vide (fala Lep nek)
2025-08-29 22:12:48,"Pour faire simple, c’est être dans le moment présent. Sa xel bania nek ci dara lou matiériel ou temporel"
2025-08-29 22:09:45,🤝❤️
2025-08-29 22:09:16,Jerejef ❤️
2025-08-29 22:09:05,Bilay recitation bobou amoul ndiarign😁
2025-08-28 15:24:31,Deuguit❤️
2025-08-28 15:24:16,Jaajef❤️
2025-08-28 15:23:57,Ndeysaan Yalla wakh naniou Lepp. Domou adama mo ságan rek
2025-08-28 15:22:47,"Tres bien résumé, xam xam moy deug. Merci 🤝"
2025-08-28 15:21:32,Jerejef
2025-08-27 15:08:33,Jaajef frère
2025-08-27 00:27:39,Soko xamei rek nopalou
2025-08-26 11:52:43,Jaajef🤝
2025-08-26 10:22:20,❤️📌
2025-08-26 00:26:32,Yessir🙌🏾👊🏾
2025-08-25 21:36:50,Mon frère 🤝❤️
2025-08-25 14:01:58,🤝❤️
2025-08-25 11:14:55,Fa la lepp nek
2025-08-25 10:26:14,C’est un plaisir 🤝
2025-08-25 02:05:45,"Tu connais 🤝, peu de gens y accèdent"
2025-08-25 00:34:02,"C’est une très bonne chose de se poser ce genre questions, c’est ce qui assure ton évolution spirituelle et mentale"
2025-08-25 00:32:54,Detwaay 😭😁
2025-08-25 00:32:44,Jerejef
2025-08-24 21:35:18,❤️🔥
2025-08-24 19:47:20,Merci bcp. Tout à fait c’est le fondement même
2025-08-24 19:46:41,Content que ça aide❤️
2025-08-24 19:46:03,🤝❤️
2025-08-24 16:08:18,Kokou niveau la🤝
2025-08-24 14:55:17,"Waw gars yi d Ndeysaan ils sont dans l’émotion, ragal aussi mo dominer ci message diinè gi. Ta Yalla ci mbeugeel la ñu amalee"
2025-08-24 14:21:32,"Ah bou nieup di daw taxaw dou yomb, waaye moy li war nieup d"
2025-08-24 14:14:21,Tout à fait
2025-08-24 12:22:03,❤️🤝
2025-08-24 11:32:33,Waw doynawaar d
2025-08-24 11:32:19,Lolou moy li war d
2025-08-24 11:31:57,Merci❤️
2025-08-24 11:31:47,Tkt dina ci taxaw In Sha Allah
2025-08-24 11:31:21,"J’avoue, c’est dense! Merci❤️"
2025-08-24 01:03:43,Waw nga deug farlu wuma ci bind bi
2025-08-24 01:02:51,🤝❤️
